annotation_id;source_json;caption;Maschine_Label;manual_plot;manual_photo;manual_diagram;unclear;notes;manual_label
66;10.1101_2025.08.19.671051.json;Fig 5. Model to detect cell turns a: Schematic and prevalence of four different modes of cell turning in RPE1 cells: depolarisers contract and then protrude into a new direction, bananas gradually change direction of protrusion resulting in curved cell shape at turn, bifurcaters split the cell front with one front later becoming the new rear and the other the new front, protruders form a new protrusion at the side or rear that becomes the new front. All four modes account for roughly a quarter of observed cell turns in RPE1 cells expressing GFP-Actin. n=37 cells b-d: Example of depolariser from training set for Hidden Markov Model (HMM). All 43 frames in the track were classified into one of four categories representing important stages of the mechanism: red, green, yellow and blue corresponding to polarised, depolarised, depolarising and repolarising respectively. Selected stills from timelapse movie in b, corresponding segmented outlines and the path of the 'centre of mass' of the cell in real space in c and track through the Diffusion Maps based shape representation in d. Selected frames shown in b are shown with larger dots in c and d. The asterisked red dot corresponds to the first frame in the sequence. Time is given in minutes, the scale bar corresponds to 50 µ m. Grey dots in d are positions of the shapes from full RPE1 dataset described in Figures 2-3. e: Diffusion map embedding of RPE1 cells and training of 4-state Hidden Markov Model with polarised (red), depolarised (green) and two transition states depolarising (yellow) and repolarising (blue) to which a 2D Gaussian was fitted, displayed in the plots by a diamond as the mean and an ellipse representing the covariance. In our framework, we are predicting that the cell turns will coincide with repolarisation (blue) events.;;1;1;1;;;Plot+Diagram+Photo
67;10.1101_2024.05.12.593008.json;Figure 5. Actin filaments organization of bladder cancer cells . The organization of actin filaments (F-actin stained with phalloidin conjugated with Alexa Fluor 488 dye) inside the bladder cancer cells (HCV29, HT1376, and T24 cells) cultured on uncoated and lectin-coated Petri dish plastic surfaces. The scale bar is 50 µm.;;;1;;;;Photo
68;10.1101_2025.04.09.648026.json;"Figure S4 . Mice lacking Snca Enh+37 are protected against motor deficits as measured by: (A) pole descent performance; (B) Grip strength; and (C) Rotarod performance. (D) Mice lacking Snca Enh+37 are also protected against anxiety-like behaviours. Bar charts report both combined and sex-dependent analyses of 8-10 mice/sex/genotype/treatment group. Error bars represent standard error (SE). Significance was determined using a two-way ANOVA and Tukey's Honestly Significant Difference (HSD) test with a 95% confidence interval. See Tables S3-S26 for ANOVA summary statistics. * = p < 0.05, ** = p < 0.01, *** = p < 0.001.";;1;;;;;Plot
69;10.1101_2024.10.25.620274.json;Figure S4: The impact of different T cell co-signalling receptors on ligand sensitivity and discrimination using the secreted cytokine IFN γ . (A) Representative dose-response and (B) Change in potency over affinity as described in Fig. 1D for target killing. Data in (A) are representative of at least N=2 independent experiments with different blood donors. Dashed line in (B) indicates fold change of 1. Data is shown as means ± SDs. Significance of non-zero slope was assessed by an F-test.;;1;;;;;Plot
70;10.1101_2024.06.16.599248.json;Note . A) Includes data from 193 participants. B) Includes data from 178 participants. C) Includes data from 178 participants. All scatter plots show partial regression holding Matrix Reasoning Task performance constant.;;1;;;;;Plot
71;10.1101_2022.03.28.486070.json;"Figure 3 - figure supplement 7 | PACEs from FaFaCuRo species are functionally equivalent in restoring bacterial infection in the L. japonicus nin-15 mutant. L. japonicus nin-15 roots were transformed with T-DNAs carrying a Ubq10 pro :NLS-GFP transformation marker in tandem with the LjNIN gene driven by either of the following promoters: ( A ) the 3 kb LjNIN promoter ( NIN pro ), the LjNIN minimal promoter ( NINmin pro ), the 3 kb LjNIN promoter with PACE deleted ( NIN pro ::∆PACE ) or mutated ( NIN pro ::mPACE ); ( B ) the 3 kb LjNIN promoter with LjPACE replaced with either of the PACE sequence variants from nodulating or non-nodulating FaFaCuRo species and analysed 21 dpi with M. loti Ds Red. ( A - B ) Representative overview pictures of nin-15 transgenic roots systems. Sections of representative nodules are displayed in Figure 3 . Note the drastic reduction of restoration of infection in nodules and root hairs associated with the mutation or deletion of PACE as well as the replacement of PACE with JrPACE-like in the context of the LjNIN promoter . White asterisks and arrowheads: infected and non-infected nodules, respectively. ( C - E ) Boxplots displaying c, the percentage of root hair ITs among total infection events (sum of bacterial entrapments and ITs) and ( D - E ) the number of infected nodules from two independent experiments. Each dot in ( D - E ) represents one nin-15 transgenic root system. ( C ) displays merged data from all experiments as the percentage represents a normalised value calculated for each root piece (see Figure 3 - Source Data 1 ). n: number of transgenic root systems or root pieces analysed. For species abbreviations see Figure 1 - figure supplement 5A . The applied statistical method was ANOVA with post hoc Tukey: ( C ) F 9,313 = 106.7, p < 2x10 -16 ; ( D ) F 6,346 = 82.89, p < 2x10 -16 ; ( E ) F 4,135 = 20.18, p = 4.76x10 -13 . Different small letters indicate significant differences. Bars, 2 mm. WLI: white light illumination.";;1;1;;;;Plot+Photo
72;10.1101_2024.11.20.624446.json;Figure 1 Statistical parametric maps of group activation differences between tasks (FDR-corrected P < 0.05 with spatial extent n ≥ 10 voxels). ( a ) represented the group differences during Noun contrasted with non-character symbols. ( b ) represented the group differences during Verb contrasted with non-character symbols. ( c ) and ( d ) represented the group differences during Noun and Verb conditions contrasted with non-character symbols.;;;1;;;;Photo
73;10.1101_2024.09.09.612073.json;"Figure 2: A recurrent neural network generates barcode activity through recurrent dynamics. A. Diagram of a RNN; the activity of the network units is denoted as ⃗ x . Place information arrives from an input layer with activities p ⃗ . Recurrent weights are initialized randomly, that is, J ij ∼ N ( µ N x , σ 2 N x ) for the synapse connecting neuron j to neuron i , where N x is the number of RNN neurons. B. Correlation of activity vectors across different locations, when RNN weights are initialized with σ = 1 (left), σ = 7 (center), and σ = 20 (right). We show correlation of place inputs (gray) and correlation of RNN activity (black) as σ is varied. X-axis is in units of site distance (see Methods for definition). C. Response of RNN units when simulating a visit to a location halfway around the circular track (with r = 0 ; equation 3). In gray is the activity of the RNN at t = 0 . In black is the activity at t = 100 . 200 RNN units are uniformly subsampled and sorted by the tuning of their inputs for plotting purposes. D. As in (C), but for r = 1 . RNN activity is more sparsely distributed, including high activity in neurons without place tuning for the current location. For visualization purposes, 50 RNN units with nonzero activity and 50 RNN units with 0 activity are sampled at this time point ( t = 100 ) for display, and responses greater than 1 are clipped to > 1 . E. RNN activity in response to state 1 compared to state 2 , when r = 0 . Each point corresponds to a single RNN unit. F. As in (E), but for r = 1 . RNN activity for these neighboring states is substantially decorrelated by recurrence. G. Firing fields of three example units on the circular track displaying place-cell activity. Maximum value of each field is labeled and the colormap is max-normalized. H. Simulated spike counts of a RNN population during visits to each location on the circular track. Spikes are generated by simulating Poisson-distributed counts from underlying unit rates. Place tuning results in a strong diagonal structure when units are sorted by their input's preferred location. The maximum limit of the colormap is set to the 99 th percentile value of spike counts ( ≥ 3 spikes). I. Same neurons as (G), but for r = 1 with units now showing barcode activity. The location of the r = 0 place field peak of each unit (i.e., its corresponding peak in (G)) is marked by a red triangle. J. As in (H), but for r = 1 . The independence of barcode activity for neighboring sites results in a matrix with reduced diagonal structure.";;1;;1;;;Plot+Diagram
75;10.1101_2025.03.07.642120.json;Figure 8: Overlay of representative binding curves of 80nM 48d and 80nM 48d.cl ICs to 1.25nM 3mutA32 representing low ligand concentration and associated binding kinetics. A 1:1 fit model was used for the calculation of the gpCore kinetics and a 1:2 fit model was used for the calculation of the 48d and 48d.cl IC kinetics. Sensorgrams showing the components for the 48d and 48d.cl IC curves are provided in the Supplementary Material.;;1;;1;;;Plot+Diagram
76;10.1101_2025.05.03.651968.json;Figure 18: Smoothing versus folding compensation of cortical thickness. Folding-compensation preserves sharp spatial features and fine-scale details in the resulting gradient maps, which are diminished by conventional smoothing.;;;1;;;;Photo
78;10.1101_2025.06.14.659486.json;Supplementary Figure 4: a) Brightfield images and H&E staining comparison of duodenum organoids on day 8 grown in domes or hydrogel droplets. b) Size development analysis of organoids in droplets over several days, with average size highlighted above (n organoids ≥ 55). c) mIF staining of organoids in hydrogel droplets on day 8. d) Quantification of mIF staining of organoids in droplets on day 6 and day 8 (n organoids ≥ 17).;;1;1;;;;Plot+Photo
79;10.1101_2024.11.01.621525.json;Figure 1. Feedback information to foveal V1 in the peripheral object task (n=18).;;1;1;1;;;Plot+Diagram+Photo
80;10.1101_2025.11.21.689680.json;Fig. 2 Absorption-based microCT scan of the lung with 3D-printed reference structures. While the overall high contrast achieved allows for straightforward segmentation, non-uniform distribution of the contrast agent is evident (as indicated with the white arrows). The spatial resolution in these scans is noticeably lower, as illustrated in (B), complicating the precise overlay of fine branches in the lung tissue.;;;1;;;;Photo
81;10.1101_2025.09.04.674023.json;Figure 5 . A CLFA PoC kit for CRP testing in human whole blood od.;;;1;1;;;Diagram+Photo
82;10.1101_2025.08.22.671799.json;"Figure 2. Antigen coverage for antibodies in Pox-AbDab . The number of antibodies against various antigens in VACV (A), VARV (B), MPXV (C), and CPXV (D). Antigens are shown according to their labeling in Pox-AbDab and coloured based on studied homology. Most VACV proteins are labelled according to the Copenhagen strain, while orthologs in the other viruses can be labelled according to the VACV ortholog (indicated with ""(o)"") or their own naming scheme. The former is assigned the identical colour used for VACV, the latter is assigned a slightly lighter shade of that colour, and includes the sequence identity score to VACV (in white). The sequence similarity scores were determined based on the Genbank IDs OP868847.1 (VACV), DQ441428.1 and DQ437581.1 (B6-only) (VARV), HM172544.1 (MPXV), and AF482758.2 (CPXV199) and X94355.2 (J3) (CPXV).";;1;;;;;Plot
83;10.1101_2025.05.15.654044.json;Figure 5: An ISOSCELES combination index predicts synergistic combination of an OLIG2 inhibitor CT-179 with Depatux-M (ABT-414), an anti-EGFR antibody MMAF drug conjugate. a. Volcano plot depicting the results from limma-based differential drug connectivity between predicted CT-179 sensitive and resistant GBM cells. Patient ID was used as a covariate in the model design. b. Barplot of L1000 small molecule mean resistant cell connectivity (RCC) to predicted CT-179 resistant cells. Color depicts this same value. c. Scatterplot of L1000 small molecules plotted by resistant vs. sensitive differential connectivity;;1;;;;;Plot
